"Date","open INSE Price in USD","high INSE Price in USD","low INSE Price in USD","close INSE Price in USD","INSE Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"29-Dec-16",8.25,8.25,7.5,8.1,13988
"26-Jul-18",6.65,7,6.6,6.7,28160,6.96653,14.6112
"27-Jul-18",6.65,6.85,6.55,6.65,55314,6.923132,14.6164
"30-Jul-18",6.65,7,6.55,6.75,25078,6.994741,14.619
"31-Jul-18",6.7,6.75,6.2,6.7,34022,7.386075,14.6415
"01-Aug-18",6.8,6.8,6.55,6.8,23108,7.35272,14.6315
"02-Aug-18",6.75,6.9,6.7,6.85,4621,7.734503,14.6398
"03-Aug-18",6.65,7.05,6.6,6.9,18077
"06-Aug-18",7,7.5,6.9,7.25,32688,7.795659,14.5681
"07-Aug-18",7.35,7.35,7.1,7.2,32261,7.889196,14.5172
"08-Aug-18",7.2,7.2,7,7.1,12854,8.008866,14.5391
"09-Aug-18",7.3,7.55,7.1,7.35,17055,8.184097,14.4485
"10-Aug-18",7.5,7.65,7.45,7.6,15413,8.534135,14.3438
"13-Aug-18",7.65,7.95,7.1192,7.95,33554,8.430649,14.2459
"14-Aug-18",6.35,7.6,6.35,7.075,32336,9.031203,14.1866
"15-Aug-18",7.005,7.3,7,7.3,20927,9.140465,14.1835
"16-Aug-18",7.0705,7.25,7.0705,7.25,1911,9.108457,14.1994
"17-Aug-18",7.15,7.25,6.9,7,12298,9.143605,14.237
"20-Aug-18",7.15,7.15,7,7.1,27967,9.864868,14.2327
"21-Aug-18",7.05,7.2,7.05,7.1,6496,9.782834,14.2285
"22-Aug-18",7.15,7.4,7.15,7.25,2429,10.25214,14.2105
"23-Aug-18",7.15,7.4637,7.1,7.15,12329,10.282614,14.239
"24-Aug-18",7.95,7.95,7.1,7.1,23328,10.301696,14.1973
"27-Aug-18",7.55,7.55,7.05,7.05,5790,10.392073,14.2055
"28-Aug-18",7,7.45,7,7.05,7062,10.700069,14.2093
"29-Aug-18",7.35,7.4,7,7.05,12040,10.769408,14.2107
"30-Aug-18",6.95,7.15,6.95,7.05,7817,10.881816,14.1895
"31-Aug-18",7.1,7.15,6.96,7.1,37505,10.834205,14.2096
"03-Sep-18",,,,,,10.368532,13.9226
"04-Sep-18",7.08,7.1,6.85,6.95,12415,10.897172,14.1612
"05-Sep-18",6.85,7.05,6.85,6.975,20628,11.624963,14.1565
"06-Sep-18",7,7.1,6.9,6.9,7672,12.018812,14.1565
"07-Sep-18",6.85,6.85,6.5,6.6,17116,12.124711,14.1345
"10-Sep-18",6.6,6.6,6.3,6.4,5768,6.097476,12.9253
"11-Sep-18",6.45,6.65,6.35,6.45,9141,9.230342,11.3846
"12-Sep-18",6.35,6.4,6.25,6.3,7476
"13-Sep-18",6.05,6.4,6.05,6.3,5189,9.381299,11.4214
"14-Sep-18",6.4,6.45,6.4,6.4,4674,9.719772,11.4027
"17-Sep-18",6.35,6.4,6.3,6.3,5805,10.186048,11.4403
"18-Sep-18",6.3,6.4,6.3,6.3,3393,10.331141,11.4432
"19-Sep-18",6.35,6.411,6.3,6.3,7097,10.858164,11.437
"20-Sep-18",6.35,6.35,6.35,6.35,2422,11.351415,11.4519
"21-Sep-18",6.35,6.5,6.3,6.45,22570,11.627071,11.4362
"24-Sep-18",6.4,6.9,6.4,6.6,2237,16.681656,11.4627
"25-Sep-18",7.445,7.445,6.3,6.3,15583,16.968848,11.5198
"26-Sep-18",6.3,6.5,6.3,6.35,9079,17.699184,11.5576
"27-Sep-18",6.35,6.35,6.35,6.35,217,18.180454,11.5445
"28-Sep-18",6.35,6.4,6.1,6.1,14668,18.281274,11.8746
"01-Oct-18",6.45,7.1862,6.45,6.79,66025,17.458143,11.8769
"02-Oct-18",6.6489,6.6489,6.5,6.64,13131,17.308042,11.3701
"03-Oct-18",6.92,6.92,6.75,6.75,3873,17.403938,11.3624
"04-Oct-18",6.7,6.99,6.6,6.8,39314,17.818879,11.5051
"05-Oct-18",6.84,6.92,6.7,6.8,9089,18.205103,11.5455
"08-Oct-18",6.901,7.1,6.8,6.96,18836,18.437071,10.9579
"09-Oct-18",7.01,7.08,6.82,7.08,7475,20.269294,11.6233
"10-Oct-18",7.04,7.57,7.04,7.33,23517,20.970896,11.6412
"11-Oct-18",7.51,7.85,7.4,7.59,29198,20.705725,11.6462
"12-Oct-18",7.68,8.04,7.6305,8.04,44001,20.442902,11.4428
"15-Oct-18",8.15,8.15,7.71,8.15,23521,18.779512,11.3841
"16-Oct-18",8.03,8.1123,7.74,8,36157,18.598213,11.383
"17-Oct-18",7.96,8,7.6501,8,19214,18.677997,11.3729
"18-Oct-18",7.87,7.87,7.36,7.66,14070,19.056168,11.3754
"19-Oct-18",7.65,7.87,7.35,7.49,1880,19.644339,11.3808
"22-Oct-18",7.49,7.69,7.48,7.6,3845,21.813815,11.3443
"23-Oct-18",7.65,7.65,6.73,7.18,22720,21.722176,11.3443
"24-Oct-18",6.87,7.28,6.87,6.88,7565,21.848036,11.2494
"25-Oct-18",6.91,7.51,6.75,7.32,9948,22.1336,11.2514
"26-Oct-18",8,8,6.42,6.99,17372
"29-Oct-18",6.95,6.95,6.5,6.51,5992
"30-Oct-18",6.4,6.49,6.27,6.27,4780
"31-Oct-18",6.25,6.42,6.25,6.36,4341
"01-Nov-18",6.73,7.05,6.25,6.25,23950
"02-Nov-18",6.2772,6.73,6.2772,6.29,4129
"05-Nov-18",6.34,6.91,6.34,6.4,15701,26.011085,11.3027
"06-Nov-18",6.34,6.8,6.34,6.67,5067,25.901192,11.2679
"07-Nov-18",6.75,6.75,6.5813,6.71,2273,26.617255,11.2443
"08-Nov-18",6.52,6.555,6.5,6.51,6477,25.375532,11.2145
"09-Nov-18",6.82,6.82,6.65,6.65,1492,27.308469,11.2112
"12-Nov-18",6.665,6.73,6.6,6.6,5390,25.90672,10.5624
"13-Nov-18",6.74,6.74,6.4,6.41,3964,27.971753,11.1221
"14-Nov-18",,,,,,28.557061,11.1214
"15-Nov-18",6.4,6.56,6.32,6.56,7818,29.377266,11.1214
"16-Nov-18",6.31,6.52,6.2,6.2,20195,29.43465,11.1212
"19-Nov-18",6.231,6.32,6.2,6.265,10839,28.929374,11.1254
"20-Nov-18",6.2,6.33,6.2,6.255,19047,29.230758,11.1315
"21-Nov-18",5.91,6.23,5.91,6.2,18933,27.563441,10.9555
"22-Nov-18",,,,,,26.032578,10.4691
"23-Nov-18",6.042,6.3,6.01,6.3,4191,27.215971,10.955
"26-Nov-18",6.24,6.27,6.2,6.23,3667,27.718226,10.9542
"27-Nov-18",6.24,6.265,5.95,6.07,25419,27.191515,10.9524
"28-Nov-18",5.77,6,5.75,5.76,31240,26.356347,10.9524
"29-Nov-18",6,6.18,5.41,5.58,41147,25.365451,10.9524
"30-Nov-18",5.58,5.665,5.235,5.4,39081,24.645935,10.9537
"03-Dec-18",5.79,5.79,4.96,5.07,46183,23.759246,10.9554
"04-Dec-18",5,5,4.6994,4.8,68155,19.703151,10.967
"05-Dec-18",,,,,,19.639265,10.967
"06-Dec-18",4.78,5.78,4.78,5,6687,18.255481,10.9477
"07-Dec-18",4.7738,5.38,4.7738,5.33,11638,18.18162,10.9477
"10-Dec-18",3.8601,5.23,3.8601,5.2,24612,19.713576,10.946
"11-Dec-18",5.25,5.25,5.15,5.15,1848,19.996545,10.957
"12-Dec-18",5.2,5.39,5.19,5.39,3606,20.026126,10.9579
"13-Dec-18",5.25,5.25,5.22,5.22,858,20.188273,10.96
"14-Dec-18",5.22,5.22,5.03,5.03,3583,20.214536,10.9606
"17-Dec-18",5.14,5.14,4.56,4.71,14025,20.022239,10.9606
"18-Dec-18",4.72,5.05,4.72,5,15924,19.778994,10.9564
"19-Dec-18",5.001,5.015,4.95,5,22550,19.459901,10.9549
"20-Dec-18",5,5.0175,4.95,5,26924,18.075901,10.7146
"21-Dec-18",5.05,5.05,4.96,5,4640,18.164417,10.9702
"24-Dec-18",4.784,4.91,4.77,4.87,2006,18.640533,10.9786
"25-Dec-18",,,,,,17.825681,10.6686
"26-Dec-18",4.67,4.67,4.555,4.56,6266,18.574725,10.9777
"27-Dec-18",4.88,4.88,4.745,4.79,13257,18.510194,10.9785
"28-Dec-18",4.8,4.86,4.74,4.8,33940,17.944172,10.9815
"31-Dec-18",4.8,4.8633,4.8,4.8,9415,18.1079,10.978
"01-Jan-19",,,,,,17.56119,10.6708
"02-Jan-19",4.86,4.86,4.86,4.86,490,19.361432,10.9917
"03-Jan-19",,,,,,17.648196,11.001
"04-Jan-19",5.14,5.6296,5.14,5.27,1820,17.704777,11.0049
"07-Jan-19",5.68,5.7,5.31,5.31,2346,20.554517,10.9586
"08-Jan-19",5.49,5.65,5.37,5.37,1209,20.881965,10.9587
"09-Jan-19",5.82,5.82,5.46,5.6,4009,20.83916,10.8893
"10-Jan-19",5.43,5.43,5.43,5.43,775,20.928242,10.8819
"11-Jan-19",5.36,5.6315,5.36,5.6315,1077,21.458802,10.8667
"14-Jan-19",5.64,5.7,5.51,5.51,9296,22.797055,10.8667
"15-Jan-19",5.44,5.82,5.44,5.81,1604,23.128983,10.8667
"16-Jan-19",5.85,5.85,5.6,5.6,1087,23.780863,10.868
"17-Jan-19",5.628,5.85,5.628,5.67,3242,25.536937,10.8762
"18-Jan-19",5.821,5.85,5.82,5.83,1767,26.157833,10.8797
"21-Jan-19",,,,,,25.867142,10.8797
"22-Jan-19",5.85,6.22,5.83,5.95,8265,25.986328,10.8769
"23-Jan-19",6.06,6.35,6.02,6.25,7321,25.852983,10.8651
"24-Jan-19",7.21,7.21,6.74,7.1,23845,25.839284,10.8692
"25-Jan-19",7,7.1,6.6546,6.75,15201,25.551767,10.8665
"28-Jan-19",6.64,6.85,6.3,6.5,18035,25.490366,10.8711
"29-Jan-19",6.68,6.76,6.545,6.75,9835,25.688565,10.8876
"30-Jan-19",6.75,7,6.65,6.85,20591,25.034616,12.0699
"31-Jan-19",6.85,6.8716,6.75,6.78,10951,24.199936,12.0169
"01-Feb-19",6.76,6.95,6.68,6.79,16188,16.821361,11.0206
"04-Feb-19",6.94,7,6.81,6.98,5687,17.040515,11.0206
"05-Feb-19",7,7.01,6.87,7.01,27338,16.698301,11.0326
"06-Feb-19",7.05,7.555,6.94,6.98,19810,16.625794,11.0148
"07-Feb-19",7.04,7.105,6.85,6.905,18935,21.227806,10.7816
"08-Feb-19",6.91,7,6.7,6.92,515615,14.228687,10.685
"11-Feb-19",7.45,7.45,6.86,6.9,21742,14.002064,10.6962
"12-Feb-19",6.56,7.25,6.56,7.25,18891,1.147162,14.4355
"13-Feb-19",7.2,7.2,6.73,6.87,22521,0.955016,15.0217
"14-Feb-19",6.78,7.1,6.78,6.87,20688,9.018598,10.4917
"15-Feb-19",6.62,7.01,6.62,6.88,17961,9.168801,10.5001
"18-Feb-19",,,,,,8.655862,10.0269
"19-Feb-19",6.95,6.95,6.65,6.92,12797,9.131763,10.4688
"20-Feb-19",6.9,6.94,6.84,6.84,8931,9.074435,10.4483
"21-Feb-19",6.89,6.91,6.76,6.9,13076,9.136404,10.4532
"22-Feb-19",6.87,7,6.83,6.95,11077,9.159692,10.4503
"25-Feb-19",7,7,6.815,6.9,7539,7.387684,10.5083
"26-Feb-19",6.88,7.04,6.87,6.91,19163,7.130912,10.5176
"27-Feb-19",7.13,7.13,6.6,6.9,8574,7.106262,10.5177
"28-Feb-19",6.8,6.92,6.8,6.82,2832,7.220054,10.518
"01-Mar-19",7.17,7.17,6.82,6.85,13249,7.555072,10.5226
"04-Mar-19",6.99,7.06,6.38,7.05,34180,7.679431,10.5199
"05-Mar-19",7.09,7.14,6.7345,6.89,16562,7.98084,10.5187
"06-Mar-19",6.08,6.84,6.08,6.67,2509,8.443795,10.3893
"07-Mar-19",6.51,6.93,6.51,6.775,2053,8.546663,10.4021
"08-Mar-19",6.62,6.8297,6.62,6.78,11518,10.007778,10.2968
"11-Mar-19",6.8,6.87,6.75,6.75,1341,10.239458,10.2967
"12-Mar-19",6.81,6.995,6.81,6.995,9934,8.573266,10.3472
"13-Mar-19",6.89,6.89,6.76,6.85,5060,8.56282,10.3472
"14-Mar-19",6.78,6.78,6.48,6.48,2651,8.544731,10.3452
"15-Mar-19",6.48,7.42,6.28,6.9,66688,8.158614,10.3457
"18-Mar-19",6.85,6.88,6.51,6.75,10332,8.182634,10.347
"19-Mar-19",6.72,6.75,6.65,6.7,9069,8.41718,10.3789
"20-Mar-19",6.7,6.78,6.7,6.78,9905,8.587624,10.3991
"21-Mar-19",6.73,6.77,6.5,6.53,28048,8.515946,10.384
"22-Mar-19",6.55,6.58,6.29,6.29,7060,8.50907,10.3802
"25-Mar-19",6.45,6.58,6.41,6.51,2317,8.360348,10.4374
"26-Mar-19",6.57,6.75,6.57,6.62,7757,8.416593,10.4255
"27-Mar-19",6.63,6.66,6.43,6.61,18575,8.338353,10.4191
"28-Mar-19",6.58,6.65,6.54,6.55,6869,8.317492,10.411
"29-Mar-19",6.53,6.75,6.5,6.665,9275,7.763927,9.9897
"01-Apr-19",6.65,6.75,6.53,6.66,10507,7.775952,9.9852
"02-Apr-19",6.62,6.75,6.57,6.74,9600,7.791037,9.9563
"03-Apr-19",6.408,6.73,6.408,6.57,6306,7.678785,9.9328
"04-Apr-19",6.82,6.82,6.52,6.78,3868,7.630418,9.8507
"05-Apr-19",6.71,6.88,6.71,6.82,56621,7.282251,9.8489
"08-Apr-19",6.84,6.88,6.77,6.84,12364,7.177814,9.8481
"09-Apr-19",6.82,6.84,6.82,6.84,1500,7.152231,9.8379
"10-Apr-19",6.81,7,6.81,6.85,9150,5.069356,9.8842
"11-Apr-19",6.872,7.04,6.85,7.01,5332,5.056628,9.889
"12-Apr-19",7,7,7,7,1465,5.006914,9.8709
"15-Apr-19",7.24,7.24,7.08,7.08,6447,5.017997,9.8709,224251
"16-Apr-19",6.97,7.19,6.7701,7,18429,4.935338,9.8598
"17-Apr-19",7.01,7.1,6.95,7.01,4178,4.914395,9.8543
"18-Apr-19",7.47,7.47,7.12,7.12,3534,4.922709,9.8683
"19-Apr-19",,,,,,4.850985,9.8683
"22-Apr-19",7.12,7.2,6.67,7.2,11529,4.896222,9.8942
"23-Apr-19",7.35,8,7.27,8,34725,4.810583,9.8863
"24-Apr-19",7.85,7.95,7.72,7.81,41184,6.169075,9.8426,,294710.6642
"25-Apr-19",7.86,8.53,7.66,8.37,19281,6.035859,9.8518,,287400.0816
"26-Apr-19",8.39,8.7,7.72,8.6,90155,4.803317,9.8669,,241002.5497
"29-Apr-19",8.6,8.6,8.07,8.2,20050,4.822419,9.8986,,242303.2055
"30-Apr-19",7.495,7.9965,7.0451,7.87,43472,4.706293,9.8741,134955,241877.1286
"01-May-19",7.93,8.14,7.73,7.79,15171,2.597069,10.0728,,134146.9482
"02-May-19",7.77,7.84,7.21,7.47,4458,1.837096,10.1732,,94140.5698
"03-May-19",7.67,8,7.665,7.81,55018,1.857266,10.1372,,97145.5332
"06-May-19",7.62,8.09,7.62,7.92,17828,1.911491,10.1729,,100598.9986
"07-May-19",7.89,7.92,7.65,7.65,20556,0.543457,11.4622,,28614.4276
"08-May-19",7.69,7.845,7.64,7.66,27698,0.243889,10.4817,,12916.8576
"09-May-19",7.48,7.695,6.51,7.09,9218,0.474298,10.6048,,9365.877
"10-May-19",6.54,7.47,6.54,7.27,28584,0.324685,11.5902,,6491.3355
"13-May-19",7.83,7.83,6.97,7.44,23212,0.252795,11.7816,,5047.317
"14-May-19",7.38,7.59,7.1825,7.43,23033,1.219873,11.6414,,24359.3775
"15-May-19",7.35,8.22,7.28,8.11,23601,0.581441,11.7963,68362,11646.6165
"16-May-19",8.21,8.21,7.5464,7.8,14529,0.324919,11.5867,,6491.3355
"17-May-19",7.83,8.02,7.83,7.93,12905,0.404488,8.2548,,8043.318
"20-May-19",8,8.06,7.85,8,16345,0.240818,9.0888
"21-May-19",8,8,7.8,7.92,21397,0.291451,6.6488
"22-May-19",7.89,7.89,7.65,7.65,11372,0.488278,5.8118
"23-May-19",7.2,7.54,7.2,7.43,9370,0.566542,5.2447
"24-May-19",7.42,7.67,7.4001,7.6,11329,0.551489,4.5376
"27-May-19",,,,,,0.547944,4.5376
"28-May-19",7.328,7.86,7.23,7.82,9961,0.582858,3.7699
"29-May-19",7.79,7.95,7.61,7.62,10718,0.514498,3.806
"30-May-19",7.85,7.9,7.57,7.84,11192,0.486719,3.6054
"31-May-19",7.67,7.93,7.385,7.43,26509,0.452537,3.6339,65736
"03-Jun-19",7.27,7.41,7.175,7.41,9298,0.57818,3.4181
"04-Jun-19",7.45,7.93,7.4,7.46,18347,1.720625,1.1124
"05-Jun-19",7.31,7.5,7.21,7.35,20337,1.647013,1.322
"06-Jun-19",7.5,7.5,7.0511,7.3,20900,1.462137,1.3944
"07-Jun-19",7.4,7.81,7.396,7.5,9725,0.797107,1.9115
"10-Jun-19",7.75,7.89,7.54,7.65,60245,0.189581,1.8164
"11-Jun-19",7.9,7.975,7.71,7.81,64916,0.536082,1.2698
"12-Jun-19",7.87,8.89,7.87,8.89,119744,1.069653,0.89
"13-Jun-19",9,9.7,8.065,8.51,48341,4.305877,2.428
"14-Jun-19",8.57,8.65,8.16,8.65,26836,4.275574,2.4462,45570
"17-Jun-19",8.53,9,8.53,8.98,37151,4.159162,2.5917
"18-Jun-19",8.95,9.1299,8.87,8.975,19714,4.239119,2.6665
"19-Jun-19",9,9.11,8.88,9.04,15366,4.035471,2.7884
"20-Jun-19",9.18,9.18,8.14,8.5,21147
"21-Jun-19",8.6,9.09,8.54,9.07,84091
"24-Jun-19",9.07,9.07,8.54,8.54,20239,3.884001,2.8811
"25-Jun-19",8.62,8.8,8.165,8.27,15922,4.069958,2.9434
"26-Jun-19",8.445,8.55,8.14,8.25,21772,3.881668,2.8291
"27-Jun-19",8.51,8.69,8.3,8.42,24041,10.846277,4.3305
"28-Jun-19",8.53,8.53,8.17,8.44,880816,2.69182,3.6086,38287
"01-Jul-19",8.37,8.91,8.28,8.79,20952,3.480587,3.781
"02-Jul-19",8.86,9.01,8.5727,8.99,32407,9.588031,6.1713
"03-Jul-19",8.6,8.93,8.6,8.75,14379,10.504613,6.6245
"04-Jul-19",,,,,,10.364868,6.6251
"05-Jul-19",8.94,9.05,8.83,9,19574,10.122304,7.1013
"08-Jul-19",9,9.1,8.97,9,13645,10.454495,6.4684
"09-Jul-19",9,9,8.78,8.95,11179,10.589139,6.4087
"10-Jul-19",8.95,9,8.7,8.95,30526,10.426504,6.4468,,154671.8226
"11-Jul-19",8.95,8.95,8.64,8.75,12826,9.974545,6.2927,,148193.6622
"12-Jul-19",8.88,8.95,8.61,8.78,13762,10.14764,6.3126,,151298.7379
"15-Jul-19",8.94,8.94,8.5,8.56,11077,10.237791,6.2453,292737,153247.5462
"16-Jul-19",8.52,8.715,8.38,8.49,8469,10.20581,6.3183,,152899.1345
"17-Jul-19",8.735,8.74,8.46,8.53,10785,10.219789,6.3352,,152623.4681
"18-Jul-19",9.4867,9.4867,8.13,8.19,16983,10.73424,6.0357,,161157.6404
"19-Jul-19",8.57,8.57,7.92,8.13,21525,10.203726,6.0812,,154331.0683
"22-Jul-19",7.96,8.28,7.77,7.84,8513,10.308908,6.105,,154020.9436
"23-Jul-19",7.8681,7.8681,7.5301,7.61,5433,10.339793,6.1112,,154097.5176
"24-Jul-19",7.5541,7.765,7.4906,7.53,6283,10.86418,5.9579,,305705.2491
"25-Jul-19",7.45,7.48,7.33,7.37,5448,7.880829,5.1513,,218469.6231
"26-Jul-19",7.1001,7.81,7.1001,7.66,17841,8.014666,5.1979,,222041.0145
"29-Jul-19",7.6,7.7,7.41,7.41,8012,8.315448,5.1708,,222421.5726
"30-Jul-19",7.47,7.83,7.1701,7.56,14120
"31-Jul-19",8.25,8.38,7.98,7.98,18305,8.304801,5.1486,284898,219904.0344
"01-Aug-19",8.34,8.65,8.18,8.25,14071,8.120212,5.4963,,212263.5987
"02-Aug-19",8.15,8.17,7.75,7.78,12047,5.722119,5.7846,,149383.6911
"05-Aug-19",7.15,7.4,7.15,7.26,6934,5.695288,5.7226,,147510.1743
"06-Aug-19",7.25,7.65,7.15,7.23,25036,5.600358,5.6506,,144436.4358
"07-Aug-19",7.385,7.47,7.1,7.26,10333,6.199153,5.3722,,159336.7491
"08-Aug-19",7.78,7.78,7.35,7.35,12385,5.435866,5.4905,,139196.4435
"09-Aug-19",7.4,7.4,6.66,6.66,42854,5.555388,5.3933,,185582.5572
"12-Aug-19",5.91,7.6,5.51,7.6,19545,4.783031,5.5157,,160967.37
"13-Aug-19",7.8034,7.8034,7.5103,7.61,6357,4.783023,5.5098,,158944.5942
"14-Aug-19",7.62,7.62,6.775,6.96,13323,4.923966,5.4439,,162904.6764
"15-Aug-19",7.05,7.215,6.97,7,34419,4.896029,5.4277,277867,162790.7172
"16-Aug-19",7.08,7.585,7.08,7.16,7176,3.920693,5.9134,,129400.6716
"19-Aug-19",7.25,7.405,6.7,7.4,25574,3.727708,5.9887,,124870.7934
"20-Aug-19",7.4,7.42,6.9234,7.1,16583,3.728872,5.9927,,123902.1402
"21-Aug-19",7.3339,7.3339,7.04,7.11,10285,2.960646,6.4617,,98090.3814
"22-Aug-19",7.16,7.16,6.81,6.82,4409,4.636372,5.5612,,152448.9198
"23-Aug-19",6.5,6.78,6.5,6.7,6747,4.731426,5.5386,,155269.41
"26-Aug-19",6.6732,6.9,6.6732,6.89,4278,4.760644,5.4836,,268780.7491
"27-Aug-19",6.91,7,6.8843,6.96,14094,4.957273,5.3879,,277366.8394
"28-Aug-19",6.8193,7.36,6.8193,7.36,10035,4.99583,5.3975,,276533.2384
"29-Aug-19",7.25,7.7,7.25,7.52,30980,5.064115,5.3038,,282979.7528
"30-Aug-19",7.32,7.615,6.94,6.99,23675,4.944057,5.289,258258,277867
"02-Sep-19",,,,,,4.875828,5.289,,277867
"03-Sep-19",6.99,7.15,6.7,6.72,7443,4.812516,5.3321,,270948.1117
"04-Sep-19",6.8,6.84,6.64,6.75,2777,4.809029,5.3321,,269947.7905
"05-Sep-19",6.368,6.87,6.368,6.85,4826,4.760277,5.2398,,265585.2786
"06-Sep-19",6.88,7.15,6.88,7.08,9656,4.776125,5.2307,,265168.4781
"09-Sep-19",7.06,7.34,6.99,7.07,3164,4.883987,5.1022,,271948.4329
"10-Sep-19",6.887,7.08,6.795,6.92,3560,4.840484,5.1052,,265807.5722
"11-Sep-19",7,7.2,6.97,7.16,4811,5.017009,5.0585,,249503.0538
"12-Sep-19",6.975,7.48,6.975,7.48,14223,5.323672,4.9794,,258387.129
"13-Sep-19",7.51,7.7,7.405,7.46,17951,5.863193,4.6141,267186,270499.4292
"16-Sep-19",7.15,7.6,7,7.5,25865,5.798712,4.638,,264869.4048
"17-Sep-19",7.0101,7.78,7.0101,7.59,23227,6.710472,4.4023,,305467.5624
"18-Sep-19",7.54,7.6,7.2,7.56,20133,7.530922,4.3439,,339815.8764
"19-Sep-19",7.27,7.56,7.27,7.46,5342,5.996715,4.599,,268536.6684
"20-Sep-19",7.44,7.5,6.65,7.48,47286,5.480262,4.4121,,249554.7054
"23-Sep-19",7.37,7.5359,7.37,7.43,3809,5.574981,4.4517,,244286.2422
"24-Sep-19",7.44,7.55,7.26,7.26,5371,5.749513,4.301,,245730.9642
"25-Sep-19",7.25,7.34,6.99,7.21,9615,5.449633,4.3915,,231570.1062
"26-Sep-19",7.15,7.25,7.12,7.18,6538,5.585341,4.3478,,236112.2682
"27-Sep-19",7.14,7.4,7.09,7.22,6081,5.583719,3.9947,,234001.4988
"30-Sep-19",7.21,7.34,7.17,7.19,11965,10.615922,3.5324,237484,227669.1906
"01-Oct-19",7.17,7.29,6.77,6.82,17456,10.369198,3.5974,,223180.4658
"02-Oct-19",6.73,6.88,6.54,6.56,18881,10.302721,3.4816,,221256.7266
"03-Oct-19",6.57,6.99,6.57,6.97,3343,10.389637,3.4822,,216073.3182
"04-Oct-19",7.215,7.27,7.14,7.19,3909,10.100147,3.5011,,207603.522
"07-Oct-19",7.12,7.12,6.79,7,9075,10.832762,3.3268,,220000.9524
"08-Oct-19",6.99,7.24,6.89,6.89,14673,9.88941,3.3573,,201137.6208
"09-Oct-19",6.92,6.99,6.86,6.86,3484,9.793119,3.3528,,205376.1632
"10-Oct-19",6.95,7.03,6.67,6.76,13596,9.353003,3.3193,,196684.2488
"11-Oct-19",6.89,7.27,6.72,7.03,10556,9.849428,3.1981,,202431.3616
"14-Oct-19",7.04,7.06,6.92,7.06,3656,10.014613,3.132,,203405.046
"15-Oct-19",7.33,7.33,7.1,7.2,6924,8.986771,2.54,224011,181271.5372
"16-Oct-19",7.1,7.2,6.8884,7.15,9152,8.709085,2.5726,,175263.192
"17-Oct-19",7.13,7.39,7.1,7.34,6086,8.48863,2.2939,,170323.5248
"18-Oct-19",7.25,7.51,7.25,7.4,6053,8.254945,2.1342,,164718.9024
"21-Oct-19",7.51,7.85,7.51,7.85,4415,8.072961,2.0565,,156881.9304
"22-Oct-19",7.79,7.8,7.62,7.76,4417,7.907368,2.0354,,152155.9988
"23-Oct-19",7.5,7.55,7.26,7.38,15296,7.800098,2.0428,,151372.3016
"24-Oct-19",7.49,7.49,7.26,7.46,2297,7.662828,2.0073,,183061.7892
"25-Oct-19",7.37,7.65,7.37,7.595,16221,7.333629,1.9508,,177349.5087
"28-Oct-19",7.54,7.54,7.23,7.38,7686,7.713406,1.8377,,185794.7234
"29-Oct-19",7.5,7.5,7.23,7.41,13931,8.148436,1.6969,,196659.2569
"30-Oct-19",7.46,7.49,7.43,7.49,2291,8.481518,1.6805,,203267.5814
"31-Oct-19",7.5,7.65,7.34,7.35,4816,6.929413,1.6752,204090,164155.2608
"01-Nov-19",7.44,7.55,7.31,7.55,16579,6.960792,1.6622,,164536.0795
"04-Nov-19",7.6,7.66,7.38,7.38,13791,6.960535,1.6147,,164491.2773
"05-Nov-19",7.49,7.62,7.42,7.62,8025,7.261909,1.5504,,170741.1842
"06-Nov-19",7.62,7.62,7.45,7.46,8867,6.645749,1.6119,,156628.4912
"07-Nov-19",7.57,7.8644,7.57,7.77,10078,6.789909,1.6071,,157031.711
"08-Nov-19",7.735,7.75,7.46,7.47,16671,6.936224,1.5898,,161713.5409
"11-Nov-19",7.61,7.61,7.425,7.475,4077,7.296078,1.5889,,161511.931
"12-Nov-19",7.56,7.56,7.425,7.48,3367,7.490556,1.566,,203947.137
"13-Nov-19",7.53,7.53,7.37,7.49,2207,7.623574,1.5122,,202702.188
"14-Nov-19",7.44,7.44,7.28,7.29,7101
"15-Nov-19",7.37,7.375,7.23,7.23,5935,7.683455,1.5038,177243,202436.871
"18-Nov-19",7.21,7.25,6.92,6.99,6229,7.730828,1.5156,,196620.306
"19-Nov-19",7,7.3,6.96,7.29,15960,7.840447,1.4968,,200987.832
"20-Nov-19",7.27,7.69,7.22,7.4,32826,7.722207,1.5012,,200008.2
"21-Nov-19",7.32,7.6,7.11,7.11,5645,7.492151,1.5447,,191048.649
"22-Nov-19",7.14,7.21,7.1,7.1,2245,6.781211,1.5693,,170904.966
"25-Nov-19",7.1,7.335,7.07,7.33,11038,6.319333,1.6046,,161680.098
"26-Nov-19",7.26,7.26,7.03,7.05,10759,6.563981,1.5666,,147076.2414
"27-Nov-19",7.05,7.1,6.96,7.09,16174,5.922095,1.6483,,134970.5445
"28-Nov-19",,,,,,5.950932,1.6485,,134970.5445
"29-Nov-19",6.99,6.99,6.99,6.99,1761,6.079992,1.6386,163140,136246.6941
"02-Dec-19",6.95,6.99,6.67,6.68,8732,6.255626,1.6782,,132861.3528
"03-Dec-19",6.64,6.79,6.36,6.68,8658,6.288835,1.676,,133269.0117
